rep,subj_n,b3,parameter,Estimate,Est.Error,Q2.5,Q97.5
163,500,0.2,Intercept,-0.0223971990788,0.06557964384268286,-0.150531,0.112769575
163,500,0.2,agentd,0.13317657909,0.03887035195909863,0.05798563,0.20965315
163,500,0.2,mat2v1,-0.3611230295,0.03238494976222605,-0.42527235,-0.298653625
163,500,0.2,mat3v1,0.189496334,0.017952524263687923,0.155360875,0.22593087499999998
164,500,0.2,Intercept,-0.055708327762625,0.04159599392392988,-0.133216325,0.043236877500000034
164,500,0.2,agentd,0.19771962235,0.03901065824059076,0.120390975,0.2725998250000001
164,500,0.2,mat2v1,-0.382687625,0.03190994932494966,-0.44585005000000005,-0.32070555
164,500,0.2,mat3v1,0.19721368875,0.018477625583369017,0.16174670000000002,0.233096625
165,500,0.2,Intercept,-0.0100215121831,0.048058924977747684,-0.10382074999999999,0.09029775500000001
165,500,0.2,agentd,0.13397362585025,0.03978822146923536,0.058209025000000005,0.21352832500000007
165,500,0.2,mat2v1,-0.36834216675,0.030735689208039856,-0.43024867499999997,-0.3073928
165,500,0.2,mat3v1,0.18779485,0.01784007056666133,0.15330035,0.22300625000000002
166,500,0.2,Intercept,0.021710684162075,0.037226939228638976,-0.053566924999999994,0.096396795
166,500,0.2,agentd,0.1804300533,0.03809900402276181,0.1048359,0.254071775
166,500,0.2,mat2v1,-0.368178073,0.03335230354271009,-0.43257785000000004,-0.30304074999999997
166,500,0.2,mat3v1,0.19868398525,0.018375324195489852,0.1628068,0.23493215
167,500,0.2,Intercept,0.066080734815625,0.05559912287677598,-0.0587039325,0.16748505000000002
167,500,0.2,agentd,0.1964911922,0.03882956102288947,0.120911025,0.27275215
167,500,0.2,mat2v1,-0.4166674365,0.031796252251142305,-0.4786822,-0.354857775
167,500,0.2,mat3v1,0.1975589385,0.02048151235903604,0.157602675,0.238216525
168,500,0.2,Intercept,0.050239840762375,0.04274692306675096,-0.057237852499999985,0.12518470000000004
168,500,0.2,agentd,0.163458558325,0.038925027662094214,0.08482552500000001,0.238645725
168,500,0.2,mat2v1,-0.39785032,0.030394694852858773,-0.456577975,-0.337907425
168,500,0.2,mat3v1,0.21452802,0.019444167063101328,0.177464475,0.252989825
169,500,0.2,Intercept,0.004473336082875,0.054463365370093574,-0.1042902,0.11572297500000008
169,500,0.2,agentd,0.17162391695,0.03866553110547371,0.09480180500000002,0.24686545000000001
169,500,0.2,mat2v1,-0.36982388375,0.03183286625034202,-0.43242267500000003,-0.30910105
169,500,0.2,mat3v1,0.19579540075,0.020263080898274624,0.1567223,0.235515725
170,500,0.2,Intercept,0.0042037296794000005,0.051579395722924255,-0.09844207249999999,0.108853925
170,500,0.2,agentd,0.1363667548375,0.03954149720576864,0.058960092500000005,0.21428040000000004
170,500,0.2,mat2v1,-0.3314413715,0.030320223873298156,-0.38929675,-0.27076655
170,500,0.2,mat3v1,0.215788372,0.019025880506125713,0.17835789999999999,0.25358955
171,500,0.2,Intercept,-0.005039479591825,0.058430859225185316,-0.11861737499999998,0.112402575
171,500,0.2,agentd,0.225713780525,0.03881354760860471,0.14831405,0.303563725
171,500,0.2,mat2v1,-0.3750438705,0.03033440622062544,-0.433423575,-0.315046675
171,500,0.2,mat3v1,0.180705163,0.018853709484827265,0.14345765000000002,0.21731935000000002
172,500,0.2,Intercept,-0.05446385392735,0.057646147209749345,-0.16075447499999998,0.0740095
172,500,0.2,agentd,0.171783535675,0.04096289647704062,0.092284535,0.25170945
172,500,0.2,mat2v1,-0.36478265525,0.03277721068937291,-0.430841975,-0.29981152499999997
172,500,0.2,mat3v1,0.178029761,0.019535412356842304,0.139486575,0.215945875
173,500,0.2,Intercept,-0.013934822873945,0.04251771861984546,-0.09607243249999999,0.07881874500000005
173,500,0.2,agentd,0.1798929862,0.03968482890308343,0.10137792500000001,0.25858502499999997
173,500,0.2,mat2v1,-0.34710154675,0.033445186405135094,-0.41344745,-0.282794975
173,500,0.2,mat3v1,0.20759798675,0.01898658288447349,0.169822275,0.24452477500000003
174,500,0.2,Intercept,-0.05930409089235,0.045518981263666464,-0.143646075,0.044825532500000036
174,500,0.2,agentd,0.168849307025,0.03950477157784649,0.0906332975,0.24689070000000002
174,500,0.2,mat2v1,-0.3471350205,0.032274429240108544,-0.41031727500000004,-0.28375502499999994
174,500,0.2,mat3v1,0.2108468565,0.01937009654894592,0.17270127500000002,0.247885825
175,500,0.2,Intercept,-0.04292423974785,0.06000083557407943,-0.1537289,0.08068772750000001
175,500,0.2,agentd,0.158270426525,0.036318641375163024,0.087541975,0.22801910000000003
175,500,0.2,mat2v1,-0.3507566875,0.034200864202091244,-0.41706932500000005,-0.28167375
175,500,0.2,mat3v1,0.2249400105,0.017753830523902656,0.191081575,0.259812525
176,500,0.2,Intercept,0.040391354870575,0.046322250005531466,-0.056838414999999996,0.12924229999999998
176,500,0.2,agentd,0.15196937857,0.03981960506118616,0.0754468425,0.23251775
176,500,0.2,mat2v1,-0.4025180305,0.032522399149542774,-0.46466732499999996,-0.339094875
176,500,0.2,mat3v1,0.167818580125,0.02008063311345852,0.12794295,0.20780472499999997
177,500,0.2,Intercept,0.048574860198225,0.03810508374133218,-0.0315254725,0.12274885
177,500,0.2,agentd,0.2255296764,0.04121621978763626,0.143951675,0.303317975
177,500,0.2,mat2v1,-0.31431902225,0.03240919078318001,-0.376323125,-0.2514917
177,500,0.2,mat3v1,0.20246550775,0.018966775745866468,0.165481525,0.239838825
178,500,0.2,Intercept,-0.0461595975208,0.05905920352898266,-0.15770435,0.0760683425
178,500,0.2,agentd,0.17635124455,0.04140896859766832,0.0979686475,0.25641175
178,500,0.2,mat2v1,-0.4427683825,0.03227085856480768,-0.506087575,-0.3783028749999999
178,500,0.2,mat3v1,0.1753693905,0.018395083090053773,0.13980457500000001,0.211457375
179,500,0.2,Intercept,-0.0123133983130375,0.041964067972545434,-0.09726879,0.07702355000000004
179,500,0.2,agentd,0.18438717045,0.04088776826553946,0.10466125000000001,0.26445070000000004
179,500,0.2,mat2v1,-0.311677832,0.03249970171164826,-0.37451125,-0.24808619999999998
179,500,0.2,mat3v1,0.19692481825,0.018454979399673617,0.161047025,0.232322125
180,500,0.2,Intercept,-0.05422924864015,0.05352917292507765,-0.151863175,0.0601755125
180,500,0.2,agentd,0.20144725515,0.03765970073399691,0.12691592499999999,0.27588970000000007
180,500,0.2,mat2v1,-0.324738907,0.032203165125859634,-0.38502757499999996,-0.25953265000000003
180,500,0.2,mat3v1,0.234344012,0.018546629836898473,0.19904205000000003,0.2699753
181,500,0.2,Intercept,0.0124966038882175,0.03991892948726471,-0.07338172,0.09649514000000001
181,500,0.2,agentd,0.1388567909175,0.03653165659136846,0.0661204675,0.2125177
181,500,0.2,mat2v1,-0.3890062615,0.030108571334207548,-0.4485054,-0.330929
181,500,0.2,mat3v1,0.2290578265,0.019787685631487084,0.1905868,0.26870944999999996
182,500,0.2,Intercept,-0.0143230500621325,0.06534107561064754,-0.14218475,0.12028442500000001
182,500,0.2,agentd,0.162057362625,0.03850918991289985,0.087955605,0.24146672500000002
182,500,0.2,mat2v1,-0.3679656135,0.03133330232961948,-0.42786932499999997,-0.3072663
182,500,0.2,mat3v1,0.2107344525,0.018696887531273302,0.174129525,0.2468848
183,500,0.2,Intercept,0.027154518298375,0.06499728979071263,-0.10491857499999999,0.15004540000000002
183,500,0.2,agentd,0.1924380409,0.03949084541911025,0.11479764999999999,0.268527775
183,500,0.2,mat2v1,-0.3601405935,0.030849170220981447,-0.41900915000000005,-0.30058794999999994
183,500,0.2,mat3v1,0.17416299975,0.019607555689434585,0.135109575,0.21262677500000002
184,500,0.2,Intercept,0.0086688418696325,0.05019781429426527,-0.09244240499999999,0.113141325
184,500,0.2,agentd,0.212474020525,0.04167804712145077,0.129199625,0.29280565000000003
184,500,0.2,mat2v1,-0.377759062,0.03220901803191617,-0.439281225,-0.310866925
184,500,0.2,mat3v1,0.22711632,0.019092080587389863,0.190150975,0.2648731
185,500,0.2,Intercept,-0.085025251797,0.05501120428589564,-0.1797015,0.04350469500000002
185,500,0.2,agentd,0.2200559156,0.039589028602258096,0.14321565,0.29900194999999996
185,500,0.2,mat2v1,-0.37095141,0.0316482794294589,-0.43110895,-0.30683974999999997
185,500,0.2,mat3v1,0.22396647475,0.018835472626221136,0.18722297499999999,0.260705375
186,500,0.2,Intercept,-0.09481877070325,0.05697444143339181,-0.1926478,0.03280325750000004
186,500,0.2,agentd,0.1413176110285,0.03839043488022771,0.063734285,0.213991775
186,500,0.2,mat2v1,-0.2720917155,0.03243876985931427,-0.33426585000000003,-0.20789087499999997
186,500,0.2,mat3v1,0.20424129275,0.019200562252125505,0.16675020000000002,0.24190867500000002
187,500,0.2,Intercept,-0.01229790531972,0.05219100509898877,-0.12124065,0.09539910000000003
187,500,0.2,agentd,0.1882624095,0.040297944399758916,0.108246675,0.264752425
187,500,0.2,mat2v1,-0.40752334375,0.03113260630031396,-0.468936625,-0.34763674999999994
187,500,0.2,mat3v1,0.181350181,0.019406116519072716,0.142941125,0.21893355
188,500,0.2,Intercept,0.053306855359685,0.04032806920989056,-0.039244715,0.127590325
188,500,0.2,agentd,0.19359876025,0.039741192127699665,0.11586855,0.27269290000000007
188,500,0.2,mat2v1,-0.39758957175,0.03125934398446226,-0.458066725,-0.33481964999999997
188,500,0.2,mat3v1,0.19377958975,0.018220906164947256,0.158331775,0.22970982499999998
189,500,0.2,Intercept,-0.0276804491488525,0.03697538346345501,-0.100286,0.05020697500000003
189,500,0.2,agentd,0.177274052325,0.04082003898747127,0.0969629725,0.25651002500000003
189,500,0.2,mat2v1,-0.33689075625,0.03182377607673674,-0.397520375,-0.27280132500000004
189,500,0.2,mat3v1,0.201185791,0.019242402301087518,0.1623059,0.23816105
190,500,0.2,Intercept,0.0163126286512,0.06699288356770311,-0.1211778,0.14558665000000015
190,500,0.2,agentd,0.1786683652,0.03978731005065171,0.100347775,0.2581435
190,500,0.2,mat2v1,-0.3633082285,0.03192326887368653,-0.42462865,-0.3001529
190,500,0.2,mat3v1,0.23459532175,0.018515648458079525,0.19802419999999998,0.27067752500000003
191,500,0.2,Intercept,0.019335060162125,0.06529108277932028,-0.110869025,0.14990332500000003
191,500,0.2,agentd,0.2072219668,0.0373884173493437,0.13581865,0.279116325
191,500,0.2,mat2v1,-0.34153839225,0.03243745459599993,-0.406206525,-0.28005335
191,500,0.2,mat3v1,0.132297002275,0.018429212856594167,0.09651240999999999,0.169080275
192,500,0.2,Intercept,0.056885849367225,0.06376932190510566,-0.07700976000000001,0.175244225
192,500,0.2,agentd,0.208699012825,0.041057339006802765,0.12841550000000002,0.28691262500000003
192,500,0.2,mat2v1,-0.419812933,0.030702182556349995,-0.48091494999999995,-0.35779702499999994
192,500,0.2,mat3v1,0.19489797725,0.018977094865274134,0.15729184999999998,0.23090625
193,500,0.2,Intercept,-0.08142632509475,0.05770981291020145,-0.18446434999999997,0.040645935
193,500,0.2,agentd,0.199319400775,0.03887114262220241,0.125851175,0.27686097500000006
193,500,0.2,mat2v1,-0.307121353,0.0329145017386268,-0.3714744,-0.24263452499999996
193,500,0.2,mat3v1,0.21158102575,0.017865680757777513,0.1772103,0.246594375
194,500,0.2,Intercept,0.03016473739485,0.07198450473390847,-0.11609965,0.16729324999999998
194,500,0.2,agentd,0.15576442835,0.03991321929500098,0.07671973,0.23242447500000007
194,500,0.2,mat2v1,-0.37271149825,0.030057478510723462,-0.432222375,-0.3133070499999999
194,500,0.2,mat3v1,0.216341788,0.019139975620249414,0.17846645,0.253209675
195,500,0.2,Intercept,-0.03367606568277,0.06632299167891081,-0.16192245000000002,0.10582885000000002
195,500,0.2,agentd,0.1506641719975,0.04081037176891139,0.073494465,0.23042245
195,500,0.2,mat2v1,-0.3868151325,0.03186775808610958,-0.44909615,-0.32555205
195,500,0.2,mat3v1,0.18769524825,0.018827894198385764,0.15021695,0.22407074999999999
196,500,0.2,Intercept,0.013270846143275,0.04712303257777169,-0.0819358225,0.10805997500000002
196,500,0.2,agentd,0.2130575814,0.03916478746174636,0.13791102500000002,0.28861685
196,500,0.2,mat2v1,-0.33675396675,0.032934361645557894,-0.400555425,-0.27124224999999996
196,500,0.2,mat3v1,0.1869079015,0.01922352547975437,0.1499257,0.2242123
197,500,0.2,Intercept,-0.07279266795915,0.06913301187825571,-0.20133935,0.07372024250000007
197,500,0.2,agentd,0.180939344025,0.04089786282851097,0.10077215,0.25995947500000005
197,500,0.2,mat2v1,-0.32942039375,0.031443009636252336,-0.39182217500000005,-0.26717909999999995
197,500,0.2,mat3v1,0.2229100495,0.0188919815992986,0.186234425,0.26054750000000004
198,500,0.2,Intercept,0.049161577522825,0.06614249812135764,-0.08908338249999999,0.17423485
198,500,0.2,agentd,0.1609435966425,0.04212686767947888,0.0814038175,0.24493330000000002
198,500,0.2,mat2v1,-0.383856101,0.032145909782143815,-0.44511257499999995,-0.31923205
198,500,0.2,mat3v1,0.222045455,0.020056006318241285,0.18421759999999998,0.26152575
199,500,0.2,Intercept,0.031118634724025,0.05457547482027019,-0.083717895,0.1357709750000001
199,500,0.2,agentd,0.23845642625,0.03900806578276587,0.16146059999999998,0.31625012500000005
199,500,0.2,mat2v1,-0.357506659,0.032692894472460925,-0.42309717500000005,-0.292778025
199,500,0.2,mat3v1,0.2085251695,0.01842062312477094,0.17249945,0.244430525
200,500,0.2,Intercept,0.01531965324964,0.06617047482933043,-0.118094875,0.141848525
200,500,0.2,agentd,0.191373777875,0.03908192236992028,0.1145439,0.270191525
200,500,0.2,mat2v1,-0.35212567,0.03167002376156141,-0.41208735,-0.28951897499999996
200,500,0.2,mat3v1,0.189790203,0.018519201101144918,0.15498425,0.22608815
201,500,0.2,Intercept,-0.00205265509451,0.04599163541942833,-0.09446850749999999,0.08928738500000002
201,500,0.2,agentd,0.14898821562,0.04026752281422513,0.06957879,0.22699927500000003
201,500,0.2,mat2v1,-0.36789559225,0.031437191674926875,-0.430765575,-0.3081559
201,500,0.2,mat3v1,0.183580670225,0.019391464663660696,0.146012625,0.2221823
202,500,0.2,Intercept,-0.05192032076275,0.06192118064385185,-0.16861135000000002,0.07744658750000005
202,500,0.2,agentd,0.163036519645,0.04103008391083209,0.08325689250000001,0.24479245000000002
202,500,0.2,mat2v1,-0.33090837475,0.03188242123799276,-0.39426675,-0.26867795
202,500,0.2,mat3v1,0.17851178675,0.019522923734293953,0.1394983,0.21562222500000003
203,500,0.2,Intercept,-0.04794162359375,0.07058420617756134,-0.1795056,0.09621542750000002
203,500,0.2,agentd,0.168264767975,0.03907042172468648,0.0926920725,0.24533425
203,500,0.2,mat2v1,-0.27240749,0.03209584325006718,-0.33399175,-0.20903995
203,500,0.2,mat3v1,0.2108519955,0.01971118604496707,0.17269897499999998,0.250049325
204,500,0.2,Intercept,-0.06732047544025,0.04648072255771483,-0.15241280000000001,0.03817111750000002
204,500,0.2,agentd,0.14958547265,0.04077269700247159,0.07082687500000001,0.23058407500000003
204,500,0.2,mat2v1,-0.34924421425,0.032908833226679916,-0.41258564999999997,-0.283020475
204,500,0.2,mat3v1,0.225187497,0.01907414977348627,0.18734045,0.26236444999999997
205,500,0.2,Intercept,-0.06963459872925,0.06252353605257083,-0.18564750000000002,0.06556248750000002
205,500,0.2,agentd,0.218518761375,0.04071650110696183,0.138652375,0.298729075
205,500,0.2,mat2v1,-0.38219988475,0.03239855495534895,-0.44486032499999995,-0.31916215
205,500,0.2,mat3v1,0.202959187,0.018711645657459784,0.16550030000000002,0.2382421
206,500,0.2,Intercept,0.08906444205775,0.03830071824557269,-0.0027349597499999904,0.155272175
206,500,0.2,agentd,0.1887735945,0.03885135403728964,0.113846725,0.267575825
206,500,0.2,mat2v1,-0.365453121,0.03117018556298417,-0.42605255000000003,-0.3043071
206,500,0.2,mat3v1,0.200485069,0.018340435094078303,0.163363875,0.23613220000000001
207,500,0.2,Intercept,-0.04433415882545,0.06663543104467663,-0.1716382,0.092097485
207,500,0.2,agentd,0.184853096375,0.037269766132644634,0.11169375000000001,0.25890417499999996
207,500,0.2,mat2v1,-0.3400001665,0.0329066030602449,-0.4039631,-0.276882375
207,500,0.2,mat3v1,0.18644816,0.01884421799029656,0.14950454999999999,0.22317475000000003
208,500,0.2,Intercept,0.1053261646955,0.060380115949947764,-0.036618905,0.208605325
208,500,0.2,agentd,0.09497181912695,0.039027045332714845,0.01953267,0.17200675000000004
208,500,0.2,mat2v1,-0.312446181,0.03296502280630781,-0.37706425,-0.24901902499999998
208,500,0.2,mat3v1,0.22499058075,0.019647722277624298,0.1867318,0.26392049999999995
209,500,0.2,Intercept,-0.02751210000445,0.06550740967563029,-0.15677195,0.10620862500000004
209,500,0.2,agentd,0.139870036375,0.03812490255630874,0.0677674775,0.215976425
209,500,0.2,mat2v1,-0.3492533525,0.03257303693104884,-0.413525775,-0.2855176
209,500,0.2,mat3v1,0.22237541225,0.01873474397587969,0.184721575,0.25828495
210,500,0.2,Intercept,-0.044081225028825,0.05543465104280613,-0.148591,0.07527409250000011
210,500,0.2,agentd,0.175107643525,0.037475478001834144,0.10390094999999999,0.24781592500000002
210,500,0.2,mat2v1,-0.387159571,0.03260108795208181,-0.452022075,-0.3244737
210,500,0.2,mat3v1,0.1825390045,0.019975120791703375,0.14390675,0.221730375
211,500,0.2,Intercept,-0.01656619835825,0.057180906031229606,-0.12931435,0.0972291675
211,500,0.2,agentd,0.164744859625,0.03946916302911815,0.08590648000000001,0.2401229
211,500,0.2,mat2v1,-0.30361608825,0.030592061430951507,-0.363590125,-0.24324922499999999
211,500,0.2,mat3v1,0.19649729425,0.01935180335142968,0.157940675,0.233662025
212,500,0.2,Intercept,-0.084470737836325,0.05216402109723,-0.176114825,0.03354052250000004
212,500,0.2,agentd,0.1319505320125,0.038462435359502126,0.0550485075,0.2071011
212,500,0.2,mat2v1,-0.35177843275,0.03075071973990378,-0.41103645,-0.2900046499999999
212,500,0.2,mat3v1,0.21651364025,0.019081215033118697,0.179159725,0.2534726
213,500,0.2,Intercept,-0.061310996273025,0.05005193400271458,-0.15382627499999998,0.05377899250000006
213,500,0.2,agentd,0.1915121848,0.03700105130926041,0.1211454,0.26738845
213,500,0.2,mat2v1,-0.3535871595,0.032565416539538664,-0.4159604,-0.28737162499999996
213,500,0.2,mat3v1,0.19243492675,0.01936295974076187,0.15539285000000003,0.23057592500000001
214,500,0.2,Intercept,-0.045095847298375,0.048297739846984114,-0.13765685,0.05686945500000001
214,500,0.2,agentd,0.20093086455,0.03888475976603776,0.123729875,0.2787866
214,500,0.2,mat2v1,-0.35801403525,0.031234879738292157,-0.41824242500000003,-0.294342625
214,500,0.2,mat3v1,0.186661682,0.01900722921862938,0.14858165,0.22460209999999997
215,500,0.2,Intercept,0.015450078231925,0.06494170566329709,-0.116136225,0.13762215000000003
215,500,0.2,agentd,0.181081819725,0.04108255679853982,0.10183605,0.26041132499999997
215,500,0.2,mat2v1,-0.35053171075,0.03179235571759512,-0.41242382499999997,-0.28671097500000003
215,500,0.2,mat3v1,0.17134228935,0.019000307476967876,0.134618725,0.20875180000000002
216,500,0.2,Intercept,-0.09859174679825,0.052902412944942766,-0.18616839999999998,0.026263157500000044
216,500,0.2,agentd,0.12344613354375,0.040832750547502884,0.0405512025,0.202944225
216,500,0.2,mat2v1,-0.3702687225,0.03253137437227531,-0.435741875,-0.30646105
216,500,0.2,mat3v1,0.19085999625,0.01887619593054803,0.15484482500000002,0.22800727499999998
217,500,0.2,Intercept,0.0326356611816,0.048071087801200486,-0.06588055749999999,0.126186925
217,500,0.2,agentd,0.1409542630225,0.0399611938771652,0.06362214,0.21977712500000002
217,500,0.2,mat2v1,-0.31634865075,0.03262537380520347,-0.381755125,-0.252800975
217,500,0.2,mat3v1,0.1655489935,0.01889824694139174,0.12893792499999998,0.20273325
218,500,0.2,Intercept,0.10197923936935,0.06465016436204157,-0.037180305,0.21877445
218,500,0.2,agentd,0.1492120343475,0.04044705878019645,0.06919409500000001,0.229295375
218,500,0.2,mat2v1,-0.34250953225,0.03202982344721049,-0.406026375,-0.28026485
218,500,0.2,mat3v1,0.18728437175,0.01860715000839491,0.15038574999999998,0.223164725
219,500,0.2,Intercept,-0.06120278888235,0.06971493671434738,-0.18902715,0.08658937250000003
219,500,0.2,agentd,0.1281984868625,0.040548402265486186,0.0465737475,0.20604445000000002
219,500,0.2,mat2v1,-0.38201150575,0.03142860382468587,-0.442382175,-0.320613975
219,500,0.2,mat3v1,0.165752093775,0.018264085013994222,0.1308274,0.201833325
220,500,0.2,Intercept,-0.0072561695315525,0.06449182795491278,-0.135779775,0.12612817500000006
220,500,0.2,agentd,0.181097589475,0.0395240122465143,0.10787044999999999,0.26206265
220,500,0.2,mat2v1,-0.37082532325,0.030810724166305675,-0.432362875,-0.309802425
220,500,0.2,mat3v1,0.206940945,0.018658938179448237,0.169400775,0.24253015
221,500,0.2,Intercept,-0.0947295263515,0.05658251212690855,-0.191376575,0.03775681250000003
221,500,0.2,agentd,0.154371970125,0.03824476321632072,0.0803603525,0.22923667500000003
221,500,0.2,mat2v1,-0.36528339425,0.031736001931756776,-0.427716825,-0.3040388
221,500,0.2,mat3v1,0.191640517,0.018712595823771404,0.154877875,0.22893234999999998
222,500,0.2,Intercept,0.0098275430131825,0.06654830600383313,-0.125597075,0.1392724500000001
222,500,0.2,agentd,0.19751362675,0.038928242945447326,0.12297367499999999,0.273130525
222,500,0.2,mat2v1,-0.32170143225,0.031221887090481616,-0.38035407499999996,-0.259599225
222,500,0.2,mat3v1,0.19752736125,0.018817097809113333,0.16058774999999997,0.233774325
223,500,0.2,Intercept,-0.00858434516360675,0.0760223525275506,-0.1595192,0.14249987500000008
223,500,0.2,agentd,0.10723813190975,0.0384686578278967,0.03389376,0.18568532500000004
223,500,0.2,mat2v1,-0.3297884045,0.03129349481896159,-0.3896468,-0.269704375
223,500,0.2,mat3v1,0.20021676575,0.019136600944310942,0.163043425,0.2385099
224,500,0.2,Intercept,0.02183025726055,0.06257171593848736,-0.105518225,0.14101395000000003
224,500,0.2,agentd,0.09865406223575,0.04080532096020494,0.0215724025,0.179783775
224,500,0.2,mat2v1,-0.36324628875,0.03127979815085869,-0.42496347500000003,-0.303460975
224,500,0.2,mat3v1,0.2141351805,0.018678756567345304,0.1771855,0.2510971
225,500,0.2,Intercept,-0.02993928433615,0.04037292680278853,-0.111697425,0.05165293500000002
225,500,0.2,agentd,0.141617017445,0.04151804255391616,0.0603224875,0.22502550000000002
225,500,0.2,mat2v1,-0.34877720825,0.03192075516620772,-0.40980845,-0.2848746
225,500,0.2,mat3v1,0.159958847575,0.01922666252051259,0.123248975,0.19746205
226,500,0.2,Intercept,-0.025904793200875,0.07006113351263098,-0.158110125,0.11255327500000005
226,500,0.2,agentd,0.21542147635,0.039230179604694326,0.135093675,0.29063112500000005
226,500,0.2,mat2v1,-0.3014078175,0.03190399433504097,-0.3615522,-0.23866854999999998
226,500,0.2,mat3v1,0.2033192045,0.018443703382300784,0.16748495,0.239783125
227,500,0.2,Intercept,0.07617603349645,0.0656637243930446,-0.066503495,0.192696675
227,500,0.2,agentd,0.207955752875,0.04042824267768027,0.13122132500000003,0.290144725
227,500,0.2,mat2v1,-0.446174772,0.030063814047967926,-0.5039362000000001,-0.387849275
227,500,0.2,mat3v1,0.1890107365,0.01992043813964659,0.149588275,0.226958
228,500,0.2,Intercept,-0.003488997529025,0.0666362580806598,-0.1345249,0.130767075
228,500,0.2,agentd,0.162202779575,0.03857719516121373,0.08887746249999999,0.2395323
228,500,0.2,mat2v1,-0.32761434425,0.03255208853227693,-0.390515775,-0.262240025
228,500,0.2,mat3v1,0.20201491725,0.019286279143284756,0.16584172499999997,0.23963485
229,500,0.2,Intercept,-0.0764921205905,0.07484891018785556,-0.2138906,0.0764642325
229,500,0.2,agentd,0.1197901612875,0.039737535645078696,0.040635349999999994,0.19738015
229,500,0.2,mat2v1,-0.358171868,0.031419486531467235,-0.41901815,-0.29600459999999995
229,500,0.2,mat3v1,0.221268432,0.018130540300740496,0.185368725,0.25622915
230,500,0.2,Intercept,-0.047975606438875,0.0704753092708673,-0.184506525,0.09585837000000001
230,500,0.2,agentd,0.1400642012875,0.03910746506866321,0.0619867225,0.21684255000000005
230,500,0.2,mat2v1,-0.37569586775,0.03195872563516599,-0.43762924999999997,-0.31275985
230,500,0.2,mat3v1,0.19999944525,0.018355025909516914,0.164326675,0.235818
231,500,0.2,Intercept,-0.1673995366275,0.06319690123442286,-0.258533225,-0.014949672499999983
231,500,0.2,agentd,0.161516608175,0.04180230041501571,0.07961796750000001,0.2411298
231,500,0.2,mat2v1,-0.315797033,0.03235521501330273,-0.380109775,-0.2521467
231,500,0.2,mat3v1,0.173350271,0.019248418722479205,0.13415387499999998,0.210798125
232,500,0.2,Intercept,-0.089368327950075,0.055330467339814435,-0.18396515,0.038423802500000014
232,500,0.2,agentd,0.192496560075,0.04043037246262691,0.11495362499999999,0.27040762500000004
232,500,0.2,mat2v1,-0.34310601425,0.03032999892422901,-0.399762375,-0.281063925
232,500,0.2,mat3v1,0.19085745025,0.019359692983958534,0.15231985000000003,0.22796560000000002
233,500,0.2,Intercept,-0.05425363442145,0.06127829041331324,-0.16522152499999998,0.07666722000000002
233,500,0.2,agentd,0.2576944265,0.03929564336034433,0.179796925,0.33377655
233,500,0.2,mat2v1,-0.38065073325,0.03210671392374716,-0.442827725,-0.31746547499999994
233,500,0.2,mat3v1,0.191684229,0.01865192072482725,0.15488025,0.22806727499999999
234,500,0.2,Intercept,0.063935296640325,0.06358746049146007,-0.07200189999999998,0.18045322500000002
234,500,0.2,agentd,0.2228073142,0.040395620431281726,0.142532975,0.30331385
234,500,0.2,mat2v1,-0.33114588125,0.03183673167298353,-0.395078675,-0.269339725
234,500,0.2,mat3v1,0.174437074,0.020001254900341155,0.13472469999999998,0.21262035
235,500,0.2,Intercept,-0.056091098502075,0.061940332770316665,-0.175336775,0.07278583750000002
235,500,0.2,agentd,0.1900604881,0.04046723251016879,0.11237495,0.2694359250000001
235,500,0.2,mat2v1,-0.365873812,0.03161705044253539,-0.42567595,-0.30409467500000004
235,500,0.2,mat3v1,0.2110931745,0.018462326949375753,0.1754803,0.24765285000000004
236,500,0.2,Intercept,0.011180713096275,0.06399292668557567,-0.113508,0.142204925
236,500,0.2,agentd,0.20487266595,0.040357784860445715,0.126680825,0.28645087500000005
236,500,0.2,mat2v1,-0.373268394,0.031044691733378014,-0.43357065,-0.311775975
236,500,0.2,mat3v1,0.22899912975,0.019786794588650236,0.189483225,0.267935625
237,500,0.2,Intercept,-0.09445363365175,0.045791185390778665,-0.17333445,0.01410633500000003
237,500,0.2,agentd,0.1791730641,0.039681690435464885,0.10030287500000001,0.25512785000000004
237,500,0.2,mat2v1,-0.39546261475,0.030586551089175046,-0.45534562500000003,-0.3349689
237,500,0.2,mat3v1,0.21128873825,0.018748481848156123,0.175334625,0.247289175
238,500,0.2,Intercept,0.07003883325665,0.052033547445256186,-0.04403184499999999,0.1611624
238,500,0.2,agentd,0.1519530608,0.03833883928970097,0.074944595,0.22645005000000001
238,500,0.2,mat2v1,-0.34843760225,0.03180626183748357,-0.41053115,-0.28548297499999997
238,500,0.2,mat3v1,0.1805789035,0.02082238083572829,0.139395375,0.2206239
239,500,0.2,Intercept,-0.0745660594675,0.07218735355471635,-0.207577875,0.0785467825
239,500,0.2,agentd,0.161889514075,0.03988722667524599,0.0841364,0.24089100000000008
239,500,0.2,mat2v1,-0.34651832275,0.032961743461148746,-0.4079066,-0.27975834999999993
239,500,0.2,mat3v1,0.21986639525,0.01836533455073219,0.183759425,0.255481075
240,500,0.2,Intercept,-0.076307864798025,0.07434388701059616,-0.218000325,0.08027681750000003
240,500,0.2,agentd,0.095778363949575,0.037232651425974636,0.0254266875,0.1706004
