pid,task,mat1,mat2,mat3,pull
6,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,7
6,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,9.5
6,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,7
6,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,10
7,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,12
7,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
7,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,6
7,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0
7,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
7,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
8,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-3
8,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,1.5
8,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,-2
8,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,5
8,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,12
8,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,6
9,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,10.5
9,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
9,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,6
9,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,7
9,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-4
9,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,10.5
10,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,3
10,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,4.5
10,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,11.5
10,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0
10,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
10,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
11,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,2
11,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,2.5
11,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.5
11,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0
11,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
11,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
12,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,5.5
12,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,7
12,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,11
12,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,12
12,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
12,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
13,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-5.5
13,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
13,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,6
13,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,12
13,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
13,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
14,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,3.5
14,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.5
14,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
14,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,5.5
14,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.5
14,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,4.5
15,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,9.5
15,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
15,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,11.5
15,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,12
15,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
15,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
16,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,9
16,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
16,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
16,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,12
16,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
16,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,6
17,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,12
17,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
17,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
17,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0
17,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
17,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
18,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,4
18,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-2
18,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
18,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0
18,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
18,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
19,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,9
19,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
19,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
19,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,12
19,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
19,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
20,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,3.5
20,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,2.5
20,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,2
20,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,5
20,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.5
20,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
21,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-6
21,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.5
21,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,-5.5
21,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,12
21,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,3.5
21,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
22,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-2.5
22,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,2.5
22,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,-1
22,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,3
22,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,2
22,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,1.5
23,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,4
23,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
23,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,6
23,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-1
23,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,2
23,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,-3.5
24,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,9
24,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.5
24,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,9
24,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0
24,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
24,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
25,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-0.5
25,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.5
25,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,4
25,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,9.5
25,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
25,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,-0.5
26,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,4.5
26,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,1
26,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,4
26,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0.5
26,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,5.5
26,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,-4
27,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0
27,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.5
27,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,1
27,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0
27,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-3
27,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
28,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,12
28,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
28,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
28,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,12
28,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.5
28,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
29,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-4
29,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
29,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,-5.5
29,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,12
29,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,11.5
29,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
30,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,2
30,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.5
30,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,6
30,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,11
30,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
30,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,10.5
31,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,8
31,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.5
31,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,10
31,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,10
31,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
31,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,10.5
32,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-0.5
32,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-5
32,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,9
32,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,10.5
32,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,9
32,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,8
33,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,12
33,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
33,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
33,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,12
33,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
33,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
34,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0
34,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.5
34,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,-6
34,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0
34,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
34,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
35,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,5
35,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
35,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,9.5
35,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,4.5
35,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,1
35,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,2
36,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,4.5
36,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.5
36,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,8.5
36,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,5.5
36,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.5
36,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,6.5
37,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,1
37,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,2
37,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,-1.5
37,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0
37,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.5
37,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,2
38,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,7.5
38,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,2
38,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
38,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,10.5
38,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
38,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
39,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,3
39,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
39,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,4.5
39,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0
39,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-3
39,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
40,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,9.5
40,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1
40,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
40,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,12
40,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
40,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
41,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,4
41,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.5
41,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,9.5
41,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-1.5
41,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-3.5
41,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
42,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,1.5
42,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
42,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,6
42,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,1.5
42,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
42,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.5
43,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,3
43,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.5
43,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
43,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0.5
43,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,1
43,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.5
44,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,12
44,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
44,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
44,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,12
44,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
44,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
45,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-2
45,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-0.5
45,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,1.5
45,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,2
45,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1
45,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,3.5
46,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0
46,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
46,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
46,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0
46,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
46,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,1
47,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,7
47,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.5
47,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,6
47,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,2
47,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
47,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,1.5
48,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,6
48,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,1.5
48,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,7
48,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0
48,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
48,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
49,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-0.5
49,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-3
49,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,2.5
49,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,5
49,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,2
49,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,-4.5
50,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,6.5
50,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,4
50,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,2
50,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,11
50,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
50,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
51,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,2
51,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,7
51,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,2.5
51,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0
51,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
51,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
52,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0.5
52,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.5
52,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,-1
52,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0
52,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
52,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,-1.5
53,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,4.5
53,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
53,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,10
53,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,12
53,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
53,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
54,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,12
54,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
54,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,12
54,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-0.5
54,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
54,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,-1
55,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0.5
55,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
55,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
55,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0
55,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
55,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
56,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-4.5
56,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-4
56,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,5.5
56,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,1
56,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,2
56,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,-4.5
57,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,8
57,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
57,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,2
57,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-0.5
57,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0
57,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
58,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,3
58,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,2.5
58,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,-3.5
58,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-12
58,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,3
58,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
59,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-5.5
59,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,2
59,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,-3.5
59,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,7
59,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,5.5
59,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,6
60,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,1.5
60,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,1
60,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,2
60,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,9
60,0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1
60,0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,9.5
61,-0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,1.5
61,-0.5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,1
61,-0.5,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0
61,0.5,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,4
